id,nom,top,maitre,nat,nat1,title,sexe,mort,auction,auction1,start_year,img,total_amount,media1,surface,date,datesiecle,date20
128,MORAN Thomas,0,0,Great Britain,Grande-Bretagne,Green River of Wyoming,1,1,Christie's NEW YORK,c-ny,2008,128.jpg,15800000,A,B,1878,19eme,none
34,MUNCH Edvard,0,0,Norway,Autres,Vampire,1,1,Sotheby’s NEW YORK,s-ny,2008,34.jpg,34000000,A,C,1894,19eme,none
51,MUNCH Edvard,0,0,Norway,Autres,Girls on a Bridge,1,1,Sotheby’s NEW YORK,s-ny,2008,51.jpg,27500000,A,C,1902,20eme,1900
300,MUNCH Edvard,100,0,Norway,none,Le Cri,100,100,Christie's NEW YORK,none,2012,300.jpg,107000000,none,none,1895,none,none
157,MURAKAMI Takashi,0,0,Japan,Japon,My Lonesome Cowboy,1,1,Sotheby’s NEW YORK,s-ny,2008,157.jpg,13500000,B,G,1998,20eme,1990
1,PICASSO Pablo,1,1,Spain,Espagne,Nu au plateau de sculpteur,1,1,Christie's NEW YORK,c-ny,2010,1.jpg,95000000,A,D,1932,20eme,1930
14,PICASSO Pablo,0,1,Spain,Espagne,Portrait d'Angel Fernandez de Soto,1,1,Christie's LONDON,c-l,2010,14.jpg,45814900,A,A,1903,20eme,1900
28,PICASSO Pablo,0,1,Spain,Espagne,La lecture,1,1,Sotheby’s LONDON,s-l,2011,28.jpg,36274500,A,A,1932,20eme,1930
55,PICASSO Pablo,0,1,Spain,Espagne,Femme assise  robe bleue,1,1,Christie's LONDON,c-l,2011,55.jpg,25872000,A,A,1939,20eme,1930
85,PICASSO Pablo,0,1,Spain,Espagne,L'aubade,1,1,Sotheby’s NEW YORK,s-ny,2011,85.jpg,20500000,A,E,1967,20eme,1960
92,PICASSO Pablo,0,1,Spain,Espagne,Jeune fille endormie,1,1,Christie's LONDON,c-l,2011,92.jpg,19404000,A,A,1935,20eme,1930
95,PICASSO Pablo,0,1,Spain,Espagne,Femmes lisant - deux personnages,1,1,Sotheby’s NEW YORK,s-ny,2011,95.jpg,19000000,A,B,1934,20eme,1930
96,PICASSO Pablo,0,1,Spain,Espagne,Les femmes d'Alger  version L,1,1,Christie's NEW YORK,c-ny,2011,96.jpg,19000000,A,C,1955,20eme,1950
109,PICASSO Pablo,0,1,Spain,Espagne,La grue,1,1,Sotheby’s NEW YORK,s-ny,2008,109.jpg,17100000,B,F,1951,20eme,1950
122,PICASSO Pablo,0,1,Spain,Espagne,Deux personnages - Marie-Thérèse et sa soeur lisant,1,1,Christie's NEW YORK,c-ny,2008,122.jpg,16000000,A,B,1934,20eme,1930
123,PICASSO Pablo,0,1,Spain,Espagne,Femme au chat assise dans un fauteuil,1,1,Christie's NEW YORK,c-ny,2010,123.jpg,16000000,A,C,1964,20eme,1960
126,PICASSO Pablo,0,1,Spain,Espagne,Le baiser,1,1,Christie's LONDON,c-l,2010,126.jpg,15961320,A,C,1969,20eme,1960
131,PICASSO Pablo,0,1,Spain,Espagne,Le baiser,1,1,Sotheby’s NEW YORK,s-ny,2008,131.jpg,15500000,A,C,1969,20eme,1960
135,PICASSO Pablo,0,1,Spain,Espagne,Buste de Françoise,1,1,Christie's LONDON,c-l,2011,135.jpg,15361500,A,B,1946,20eme,1940
154,PICASSO Pablo,0,1,Spain,Espagne,Tête de femme,1,1,Sotheby’s LONDON,s-l,2008,154.jpg,13853268,B,F,1906-1907,20eme,1900
173,PICASSO Pablo,0,1,Spain,Espagne,Mousquetaire à la pipe,1,1,Christie's NEW YORK,c-ny,2009,173.jpg,13000000,A,C,1968,20eme,1960
174,PICASSO Pablo,0,1,Spain,Espagne,Tête de femme,1,1,Sotheby’s LONDON,s-l,2008,174.jpg,12998040,A,A,1938,20eme,1930
202,PICASSO Pablo,0,1,Spain,Espagne,Tête de femme - Jacqueline,1,1,Christie's LONDON,c-l,2010,202.jpg,11473920,A,B,1963,20eme,1960
205,PICASSO Pablo,0,1,Spain,Espagne,Partition  guitare  compotiier,1,1,Christie's NEW YORK,c-ny,2008,205.jpg,11000000,A,C,1924,20eme,1920
215,PICASSO Pablo,0,1,Spain,Espagne,Homme à l’épée,1,1,Sotheby’s LONDON,s-l,2009,215.jpg,10275880,A,C,1969,20eme,1960
222,PICASSO Pablo,0,1,Spain,Espagne,Femme au chapeau,1,1,Christie's LONDON,c-l,2008,222.jpg,10080150,A,A,1938,20eme,1930
232,PICASSO Pablo,0,1,Spain,Espagne,Homme assis au fusil,1,1,Christie's LONDON,c-l,2008,232.jpg,9882500,A,C,1969,20eme,1960
235,PICASSO Pablo,0,1,Spain,Espagne,Mousquetaire  buste,1,1,Sotheby’s LONDON,s-l,2008,235.jpg,9709128,A,C,1968,20eme,1960
245,PICASSO Pablo,0,1,Spain,Espagne,Le peintre et son modèle,1,1,Christie's NEW YORK,c-ny,2010,245.jpg,9500000,A,D,1964,20eme,1960
249,PICASSO Pablo,0,1,Spain,Espagne,Couple  le baiser,1,1,Sotheby’s LONDON,s-l,2011,249.jpg,9407020,A,C,1969,20eme,1960
257,PICASSO Pablo,0,1,Spain,Espagne,Buste d’homme,1,1,Sotheby’s NEW YORK,s-ny,2009,257.jpg,9200000,A,D,1969,20eme,1960
6,QI Baishi,6,0,China,Chine,Eagle Standing on Pine Tree; Four-Character,1,1,China Guardian  Beijing,autre,2011,6.jpg,57202000,A,D,1946,20eme,1940
52,QI Baishi,0,0,China,Chine,Landscape,1,1,China Guardian  Beijing,autre,2011,52.jpg,26786500,D,A,1931,20eme,1930
176,QI Baishi,0,0,China,Chine,Banana trees,1,1,Beijing Hanhai Art Auction,autre,2011,176.jpg,12765600,D,B,nonth,none,none
185,QI Baishi,0,0,China,Chine,flowers and insects,1,1,Poly International Auction  BEIJING,poly,2009,185.jpg,12452500,D,A,1947,20eme,1940
187,QI Baishi,0,0,China,Chine,Flowers and birds,1,1,China Guardian  Beijing,autre,2011,187.jpg,12368000,A,A,19th - 20th,none,none
239,QI Baishi,0,0,China,Chine,Flowers,1,1,Shanghai Hengli Auct. Co. Ltd SHANGHAI,autre,2010,239.jpg,9535500,D,Z,1955,20eme,1950
199,QIAN LONG Emperor,0,0,China,Chine,An Old Cypress,1,1,Poly International Auction  BEIJING,poly,2010,199.jpg,11723400,D,A,1750,18eme,none
110,QIAN Weicheng,0,0,China,Chine,Yandang Mountain,1,1,Poly International Auction  BEIJING,poly,2010,110.jpg,17005600,D,D,18th,18eme,none
18,RAPHAEL,0,0,Italy,Italie,Head of a muse,1,1,Christie's LONDON,c-l,2009,18.jpg,42354000,D,A,16th,16eme,none
171,RAUSCHENBERG Robert,0,0,USA,Etats-Unis,Overdrive,1,1,Sotheby’s NEW YORK,s-ny,2008,171.jpg,13000000,A,E,1963,20eme,1960
234,RAUSCHENBERG Robert,0,0,USA,Etats-Unis,Studio Painting,1,1,Christie's NEW YORK,c-ny,2010,234.jpg,9800000,A,E,1960-1961,20eme,1960
46,REMBRANDT VAN RIJN,0,0,Netherlands - Belgium,Pays-Bas - Belgique,Portrait of a man with arms akimbo,1,1,Christie's LONDON,c-l,2009,46.jpg,29322000,A,B,1658,17eme,none
72,REN Yi,0,0,China,Chine,Huafeng People’s Wishes to Emperor Yao,1,1,Xiling Yinshe Auct. HANGZHOU,autre,2011,72.jpg,22533000,D,D,1882,19eme,none
175,RENOIR Auguste,0,0,France,France,La loge ou L’avant-scène,1,1,Sotheby’s LONDON,s-l,2008,175.jpg,12998040,A,A,1874,19eme,none
100,RICHTER Gerhard,0,4,Germany,Allemagne,Abstraktes Bild,1,2,Sotheby’s NEW YORK,s-ny,2011,100.jpg,18500000,A,E,1997,20eme,1990
125,RICHTER Gerhard,0,4,Germany,Allemagne,Gudrun,1,2,Sotheby’s NEW YORK,s-ny,2011,125.jpg,16000000,A,E,1987,20eme,1980
144,RICHTER Gerhard,0,4,Germany,Allemagne,Kerze - Candle -,1,2,Christie's LONDON,c-l,2011,144.jpg,14630760,A,B,1982,20eme,1980
152,RICHTER Gerhard,0,4,Germany,Allemagne,Kerze,1,2,Sotheby’s LONDON,s-l,2008,152.jpg,14092080,A,B,1983,20eme,1980
156,RICHTER Gerhard,0,4,Germany,Allemagne,Abstraktes Bild,1,2,Sotheby’s NEW YORK,s-ny,2008,156.jpg,13500000,A,B,nonth,none,none
165,RICHTER Gerhard,0,4,Germany,Allemagne,Abstraktes Bild - 710,1,2,Christie's NEW YORK,c-ny,2008,165.jpg,13200000,A,E,1989,20eme,1990
172,RICHTER Gerhard,0,4,Germany,Allemagne,Abstraktes Bild - 625,1,2,Christie's NEW YORK,c-ny,2008,172.jpg,13000000,A,E,1987,20eme,1980
177,RICHTER Gerhard,0,4,Germany,Allemagne,Zwei Liebespaare,1,2,Christie's LONDON,c-l,2008,177.jpg,12736750,A,C,1966,20eme,1960
184,RICHTER Gerhard,0,4,Germany,Allemagne,Abstraktes Bild,1,2,Sotheby’s NEW YORK,s-ny,2011,184.jpg,12500000,A,E,1992,20eme,1990
198,RICHTER Gerhard,0,4,Germany,Allemagne,Matrosen - Sailors,1,2,Sotheby’s NEW YORK,s-ny,2010,198.jpg,11750000,A,E,1966,20eme,1960
201,RICHTER Gerhard,0,4,Germany,Allemagne,Zwei Kerzen,1,2,Christie's NEW YORK,c-ny,2010,201.jpg,11500000,A,C,1982,20eme,1980
216,RICHTER Gerhard,0,4,Germany,Allemagne,Abstraktes Bild,1,2,Sotheby’s LONDON,s-l,2011,216.jpg,10257920,A,E,1990,20eme,1990
226,RICHTER Gerhard,0,4,Germany,Allemagne,Abstraktes Bild,1,2,Sotheby’s NEW YORK,s-ny,2010,226.jpg,10000000,A,E,1992,20eme,1990
112,RODIN Auguste,0,0,France,France,Eve  grand modèle-version sans rocher,1,1,Christie's NEW YORK,c-ny,2008,112.jpg,16900000,B,G,1881,19eme,none
211,RODIN Auguste,0,0,France,France,Le penseur,1,1,Sotheby’s NEW YORK,s-ny,2010,211.jpg,10500000,B,F,1880-1881,19eme,none
15,ROTHKO Mark,0,0,USA,Etats-Unis,No.15,1,1,Christie's NEW YORK,c-ny,2008,15.jpg,45000000,A,E,1952,20eme,1950
44,ROTHKO Mark,0,0,USA,Etats-Unis,Untitled No. 17,1,1,Christie's NEW YORK,c-ny,2011,44.jpg,30000000,A,E,1961,20eme,1960
49,ROTHKO Mark,0,0,USA,Etats-Unis,Untitled,1,1,Sotheby’s NEW YORK,s-ny,2010,49.jpg,28000000,A,E,1961,20eme,1960
89,ROTHKO Mark,0,0,USA,Etats-Unis,Untitled,1,1,Sotheby’s NEW YORK,s-ny,2010,89.jpg,20000000,A,E,1955,20eme,1950
118,ROTHKO Mark,0,0,USA,Etats-Unis,White Cloud,1,1,Christie's NEW YORK,c-ny,2011,118.jpg,16500000,A,D,1956,20eme,1950
191,RUBENS Peter Paul,0,0,Netherlands - Belgium,Pays-Bas - Belgique,Portrait of a commander,1,1,Christie's LONDON,c-l,2010,191.jpg,12115200,A,C,17th,17eme,none
142,SAN Yu,0,0,China,Chine,Five Nudes,1,1,Ravenel Art Group HONK-KONG,autre,2011,142.jpg,14726560,A,D,1950-1959,20eme,1950
30,SCHIELE Egon,0,0,Austria,Autres,Häuser mit bunter wäsche - Vordatdt II,1,1,Sotheby’s LONDON,s-l,2011,30.jpg,35681800,A,C,1914,20eme,1910
53,SEVERINI Gino,0,0,Italy,Italie,Danseuse,1,1,Sotheby’s LONDON,s-l,2008,53.jpg,26483028,A,B,1915,20eme,1910
86,SHEN Zhou,0,0,China,Chine,Landscape,1,1,Poly International Auction  BEIJING,poly,2010,86.jpg,20400000,D,Z,16th-17th,17eme,none
101,SHI Tao,0,0,China,Chine,Landscape,1,1,Nanjing Jingdian BEIJING,autre,2011,101.jpg,18355700,D,C,17th,17eme,none
258,SHI Tao,0,0,China,Chine,Arhat,1,1,Poly International Auction  BEIJING,poly,2011,258.jpg,9169800,D,A,1666,17eme,none
213,SOUTINE Chaïm,0,0,Bielorussia,Autres,Le valet de chambre,1,1,Sotheby’s LONDON,s-l,2010,213.jpg,10385900,A,B,1927-1928,20eme,1920
8,STILL Clyfford,8,0,USA,Etats-Unis,1949-A-No . 1,1,1,Sotheby’s NEW YORK,s-ny,2011,8.jpg,55000000,A,E,1949,20eme,1940
50,STILL Clyfford,0,0,USA,Etats-Unis,1947-Y-No. 2,1,1,Sotheby’s NEW YORK,s-ny,2011,50.jpg,28000000,A,D,1947,20eme,1940
106,STILL Clyfford,0,0,USA,Etats-Unis,Ph-1033,1,1,Sotheby’s NEW YORK,s-ny,2011,106.jpg,17500000,A,E,1976,20eme,1970
180,STILL Clyfford,0,0,USA,Etats-Unis,1946 - PH 182,1,1,Christie's NEW YORK,c-ny,2008,180.jpg,12500000,A,C,1946,20eme,1940
38,STUBBS George,0,0,Great Britain,Grande-Bretagne,Gimcrack on Newmarket Heath  with a trainer,1,1,Christie's LONDON,c-l,2011,38.jpg,32158000,A,C,1765,18eme,none
150,STUBBS George,0,0,Great Britain,Grande-Bretagne,Brood Mares and Foals,1,1,Sotheby’s LONDON,s-l,2010,150.jpg,14187600,A,C,1767,18eme,none
143,SU Shi,0,0,China,Chine,Bamboo and Stone,1,1,Beijing Highest Auct. Co. Ldt. BEIJING,autre,2011,143.jpg,14677500,D,A,nonth,none,none
68,TANG Yin,0,0,China,Chine,Landscape,1,1,Beijing Jiuge Int. Auct. Co. BEIJING,autre,2011,68.jpg,23145000,D,Z,16th,16eme,none
141,TITIAN,0,0,Italy,Italie,A Sacra Conversazione: the Madonna and Child,1,1,Sotheby’s NEW YORK,s-ny,2011,141.jpg,15000000,A,D,16th,16eme,none
20,TURNER J.M. William,0,0,Great Britain,Grande-Bretagne,Modern Rome - Campo Vaccino,1,1,Sotheby’s LONDON,s-l,2010,20.jpg,40211100,A,C,1839,19eme,none
200,TURNER J.M. William,0,0,Great Britain,Grande-Bretagne,The Temple of Jupiter Panellenius restored,1,1,Sotheby’s NEW YORK,s-ny,2009,200.jpg,11500000,A,D,19th,19eme,none
247,TURNER J.M. William,0,0,Great Britain,Grande-Bretagne,Pope’s Villa at Twickenham,1,1,Sotheby’s LONDON,s-l,2008,247.jpg,9473280,A,C,1808,19eme,none
159,TWOMBLY Cy,0,0,USA,Etats-Unis,Unititled,1,1,Christie's NEW YORK,c-ny,2011,159.jpg,13500000,A,C,1967,20eme,1960
188,VAN DONGEN Kees,0,0,Netherlands - Belgium,Pays-Bas - Belgique,Jeune arabe,1,1,Sotheby’s NEW YORK,s-ny,2009,188.jpg,12250000,A,B,1910-1911,20eme,1910
224,VAN DONGEN Kees,0,0,Netherlands - Belgium,Pays-Bas - Belgique,La gitane,1,1,Christie's LONDON,c-l,2010,224.jpg,10039680,A,B,1910-1911,20eme,1910
231,VAN DONGEN Kees,0,0,Netherlands - Belgium,Pays-Bas - Belgique,L’Ouled Naïl,1,1,Christie's LONDON,c-l,2008,231.jpg,9882500,A,B,1910,20eme,1910
196,VAN GOGH Vincent,0,0,France,France,Parc de l'hôpital Saint Paul,1,1,Christie's LONDON,c-l,2010,196.jpg,11823200,A,A,1889,19eme,none
91,VLAMINCK de Maurice,0,0,France,France,Paysage de banlieue,1,1,Christie's NEW YORK,c-ny,2011,91.jpg,20000000,A,B,1905,20eme,1900
107,WANG Hui,0,0,China,Chine,Landscape inspired by tang poems,1,1,China Guardian  Beijing,autre,2011,107.jpg,17435000,A,D,1710,18eme,none
9,WANG Meng,9,0,China,Chine,Zhi Chuan moving to Mountain,1,1,Poly International Auction  BEIJING,poly,2011,9.jpg,54040000,D,B,14th,14eme,none
104,WANG Meng,0,0,China,Chine,Landscape,1,1,Poly International Auction  BEIJING,poly,2010,104.jpg,17885200,D,A,14th,14eme,none
116,WANG Shimin,0,0,China,Chine,landscapes,1,1,Sungari International BEIJING,autre,2011,116.jpg,16569000,D,A,1647,17eme,none
7,WARHOL Andy,7,2,USA,Etats-Unis,Men in her life,1,1,Phillips de Pury & Company NEW-YORK,autre,2010,7.jpg,56500000,C,E,1962,20eme,1960
21,WARHOL Andy,0,2,USA,Etats-Unis,200 One Dollar Bills,1,1,Sotheby’s NEW YORK,s-ny,2009,21.jpg,39000000,C,E,1962,20eme,1960
33,WARHOL Andy,0,2,USA,Etats-Unis,Self-Portrait,1,1,Christie's NEW YORK,c-ny,2011,33.jpg,34250000,C,B,1963-1964,20eme,1960
41,WARHOL Andy,0,2,USA,Etats-Unis,Coca-Cola [4] [Large Coca-Cola],1,1,Sotheby’s NEW YORK,s-ny,2010,41.jpg,31500000,A,D,1962,20eme,1960
47,WARHOL Andy,0,2,USA,Etats-Unis,Double Marlon,1,1,Christie's NEW YORK,c-ny,2008,47.jpg,29000000,C,E,1966,20eme,1960
48,WARHOL Andy,0,2,USA,Etats-Unis,Self Portrait,1,1,Sotheby’s NEW YORK,s-ny,2010,48.jpg,29000000,C,E,1986,20eme,1980
65,WARHOL Andy,0,2,USA,Etats-Unis,Self-Portrait,1,1,Christie's NEW YORK,c-ny,2011,65.jpg,24500000,C,E,1986,20eme,1980
66,WARHOL Andy,0,2,USA,Etats-Unis,Liz #5 - Early Colored Liz,1,1,Phillips de Pury & Company NEW-YORK,autre,2011,66.jpg,24000000,C,C,1963,20eme,1960
81,WARHOL Andy,0,2,USA,Etats-Unis,Big Campbell's Soup Can with Can Opener,1,1,Christie's NEW YORK,c-ny,2010,81.jpg,21250000,A,D,1962,20eme,1960
87,WARHOL Andy,0,2,USA,Etats-Unis,Self-portraits,1,1,Sotheby’s LONDON,s-l,2008,87.jpg,20244960,C,C,1986,20eme,1980
103,WARHOL Andy,0,2,USA,Etats-Unis,Sixteen Jackies,1,1,Sotheby’s NEW YORK,s-ny,2011,103.jpg,18000000,C,E,1964,20eme,1960
121,WARHOL Andy,0,2,USA,Etats-Unis,Silver Liz,1,1,Christie's NEW YORK,c-ny,2010,121.jpg,16300000,C,D,1963,20eme,1960
132,WARHOL Andy,0,2,USA,Etats-Unis,Self-Portrait,1,1,Christie's LONDON,c-l,2011,132.jpg,15440640,C,E,1967,20eme,1960
146,WARHOL Andy,0,2,USA,Etats-Unis,Silver Liz,1,1,Christie's NEW YORK,c-ny,2011,146.jpg,14500000,A,C,1963,20eme,1960
230,WARHOL Andy,0,2,USA,Etats-Unis,Mao,1,1,Christie's LONDON,c-l,2011,230.jpg,9895200,C,C,1973,20eme,1970
263,WARHOL Andy,0,2,USA,Etats-Unis,Silver Liz,1,1,Christie's LONDON,c-l,2010,263.jpg,9042600,C,C,1963,20eme,1960
78,WATTEAU Jean Antoine,0,0,France,France,La surprise : A Couple embracing while a Figure dressed as Mezzetin Tune,1,1,Christie's LONDON,c-l,2008,78.jpg,21701900,A,A,1718,18eme,none
16,WEN ZONG EMPEROR & FANG D.,0,0,China,Chine,Landscape,1,1,Poly International Auction  BEIJING,poly,2010,16.jpg,44850000,D,A,14th,14eme,none
243,WESSELMANN Tom,0,0,USA,Etats-Unis,Great American Nude No.48,1,1,Sotheby’s NEW YORK,s-ny,2008,243.jpg,9500000,A,E,1963,20eme,1960
75,WU Bin,0,0,China,Chine,Eighthteen arhats,1,1,Poly International Auction  BEIJING,poly,2009,75.jpg,22121500,D,C,1615,17eme,none
133,WU Guanzhong,0,0,China,Chine,Lion Woods,1,1,Poly International Auction  BEIJING,poly,2011,133.jpg,15440000,D,E,1988,20eme,1980
217,WU Guanzhong,0,0,China,Chine,Former residence of Qiu Jin,1,1,Poly International Auction  BEIJING,poly,2011,217.jpg,10244000,A,B,2002,21eme,2000
155,WU Hufan,0,0,China,Chine,Landscape,1,1,Beijing Hanhai Art Auction,autre,2011,155.jpg,13553600,D,D,1954,20eme,1950
27,XU Beihong,0,0,China,Chine,Cultivation on the peaceful land,1,1,Poly International Auction  BEIJING,poly,2011,27.jpg,36679200,D,E,1951,20eme,1950
69,XU Beihong,0,0,China,Chine,landscape and figure,1,1,Beijing Hanhai Art Auction,autre,2010,69.jpg,23026500,D,C,1938,20eme,1930
84,XU Beihong,0,0,China,Chine,Figure,1,1,Beijing Jiuge Int. Auct. Co. BEIJING,autre,2011,84.jpg,20596270,D,Z,nonth,none,none
237,XU Beihong,0,0,China,Chine,Figure,1,1,Poly International Auction  BEIJING,poly,2010,237.jpg,9574500,A,A,20th,none,none
240,XU Beihong,0,0,China,Chine,Twelve Animals,1,1,Poly International Auction  BEIJING,poly,2010,240.jpg,9529000,D,C,1945,20eme,1940
194,XU Yang,0,0,China,Chine,Landscape,1,1,Sungari International BEIJING,autre,2010,194.jpg,11971800,D,E,18th,18eme,none
162,ZAMPIERI Domenico,0,0,Italy,Italie,Saint John the Evangelist,1,1,Christie's LONDON,c-l,2009,162.jpg,13357800,A,E,1624-1629,17eme,none
149,ZENG GONG,0,0,China,Chine,letter leaf - Standard Script calligraphy,1,1,Poly International Auction  BEIJING,poly,2009,149.jpg,14210500,D,A,nonth,20eme,none
77,ZHANG Daqian,0,0,China,Chine,Lotus and Mandarin Ducks,1,1,Sotheby's HONK-KONG,s-hk,2011,77.jpg,21845000,D,C,1947,20eme,1940
164,ZHANG Daqian,0,0,China,Chine,Aachensee Lake,1,1,China Guardian  Beijing,autre,2010,164.jpg,13203000,D,D,1968,20eme,1960
229,ZHANG Daqian,0,0,China,Chine,Fairy Scattering Flowers,1,1,Poly International Auction  BEIJING,poly,2010,229.jpg,9994950,D,C,1935,20eme,1930
238,ZHANG Daqian,0,0,China,Chine,Mountains and Temples,1,1,Shanghai Tianheng Auct. Co. Ltd SHANGHAI,autre,2010,238.jpg,9574500,D,C,1946,20eme,1940
248,ZHANG Daqian,0,0,China,Chine,Flowers,1,1,Beijing Jiuge Int. Auct. Co. BEIJING,autre,2011,248.jpg,9412300,D,Z,1944,20eme,1940
266,ZHANG Xiaogang,0,0,China,Chine,Forever Lasting Love,1,2,Sotheby's HONK-KONG,s-hk,2011,266.jpg,9002000,A,C,1988,20eme,1980
190,ZHOU Zhimian,0,0,China,Chine,Flowers,1,1,Poly International Auction  BEIJING,poly,2010,190.jpg,12174300,A,A,16th,16eme,none
73,ZHU Da,0,0,China,Chine,Landscape,1,1,Poly International Auction  BEIJING,poly,2010,73.jpg,22500000,D,A,17th,17eme,none
127,ZHU Da,0,0,China,Chine,Manedarin ducks and bamboo,1,1,Xiling Yinshe Auct. HANGZHOU,autre,2010,127.jpg,15931800,D,B,1705,18eme,none
207,ZHU Da,0,0,China,Chine,Imitation of Ni Zan’s landscape,1,1,Beijing Council Int. Auct. BEIJING,autre,2009,207.jpg,10980000,D,C,nonth,none,none
223,ZHU Da,0,0,China,Chine,Lotus,1,1,Beijing Chieftown BEIJING,autre,2011,223.jpg,10055500,D,B,1699,17eme,none
251,ZOFFANY Johan Joseph,0,0,Germany,Allemagne,The Garden at Hampton House  with Mr and Mrs,1,1,Sotheby’s LONDON,s-l,2011,251.jpg,9373200,A,C,18th,18eme,none
